searchQuery,labels(json),stage
이가 썩은줄 모르는 경우,"[{""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}, {""matched_expression"": ""경우"", ""label"": ""치료:케이스""}]",2단계:정보탐색
썩은이충치치료,"[{""matched_expression"": ""썩은"", ""label"": ""진료:충치""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}]",2단계:정보탐색
이가 썩은 증산,"[{""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
충치 인접면 교합면 있을때,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""교합면"", ""label"": ""치아해부학:교합면""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
썩은이치료하얀거,"[{""matched_expression"": ""썩은"", ""label"": ""진료:충치""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}, {""matched_expression"": ""하얀"", ""label"": ""형태/색상:색상""}]",2단계:정보탐색
소구치 초기충치 치료,"[{""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}, {""matched_expression"": ""초기"", ""label"": ""단계:초기""}]",2단계:정보탐색
내이튼 정지우식,"[{""matched_expression"": ""내이튼"", ""label"": ""병원명:내이튼""}, {""matched_expression"": ""정지"", ""label"": ""상태:정지""}, {""matched_expression"": ""우식"", ""label"": ""진료:충치""}]",4단계:병원인지
동탄인접면충치치료,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}]",3단계:지역탐색
소구치 옆면,"[{""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""옆면"", ""label"": ""치아부위:측면""}]",2단계:정보탐색
소구치 레진수복,"[{""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""수복"", ""label"": ""진료:수복""}]",2단계:정보탐색
썩은이 출혈,"[{""matched_expression"": ""출혈"", ""label"": ""증상:출혈""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
15번소구치,"[{""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""15번"", ""label"": ""치아:15번""}]",2단계:정보탐색
이가 다 썩은거 같아요,"[{""matched_expression"": ""같아요"", ""label"": ""비교/유사성:같아요""}, {""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
아이 이 썩은거 바로 치료??,"[{""matched_expression"": ""아이"", ""label"": ""대상:소아""}, {""matched_expression"": ""바로"", ""label"": ""시간:긴급/당일""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}]",2단계:정보탐색
교합면 #15,"[{""matched_expression"": ""교합면"", ""label"": ""치아해부학:교합면""}, {""matched_expression"": ""#15"", ""label"": ""치아:15번""}]",2단계:정보탐색
교합면 우식 와동형성,"[{""matched_expression"": ""교합면"", ""label"": ""치아해부학:교합면""}, {""matched_expression"": ""우식"", ""label"": ""진료:충치""}]",2단계:정보탐색
소구지교합면,"[{""matched_expression"": ""교합면"", ""label"": ""치아해부학:교합면""}]",2단계:정보탐색
썩은 충치 치료,"[{""matched_expression"": ""썩은"", ""label"": ""진료:충치""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}]",2단계:정보탐색
이 썩은 거 확인,"[{""matched_expression"": ""썩은"", ""label"": ""진료:충치""}, {""matched_expression"": ""확인"", ""label"": ""진료목표:진단""}]",2단계:정보탐색
15번 교합면,"[{""matched_expression"": ""교합면"", ""label"": ""치아해부학:교합면""}, {""matched_expression"": ""15번"", ""label"": ""치아:15번""}]",2단계:정보탐색
이가 썩은거 같을 때,"[{""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
인접면 충치 씌우기,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""씌우기"", ""label"": ""진료:크라운""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
인접면 작은충치,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""작은"", ""label"": ""형태:작은""}]",2단계:정보탐색
이가 썩은거 같을때,"[{""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
썩은 치아 멈춘,"[{""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
작은어금니 인접면 충치,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""작은"", ""label"": ""형태:작은""}]",2단계:정보탐색
이가 썩은,"[{""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
인접면 작은 충치 레진,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""작은"", ""label"": ""형태:작은""}]",2단계:정보탐색
14번 소구치,"[{""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""14번"", ""label"": ""치아:14번""}]",2단계:정보탐색
동탄 인접면 레진치료,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}]",3단계:지역탐색
14번 인레이,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""14번"", ""label"": ""치아:14번""}]",2단계:정보탐색
15번썩은니,"[{""matched_expression"": ""15번"", ""label"": ""치아:15번""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
레진했던 이가 다시 썩은 경우,"[{""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}, {""matched_expression"": ""경우"", ""label"": ""치료:케이스""}, {""matched_expression"": ""다시"", ""label"": ""빈도:재발""}]",2단계:정보탐색
교합면 작은충치,"[{""matched_expression"": ""교합면"", ""label"": ""치아해부학:교합면""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""작은"", ""label"": ""형태:작은""}]",2단계:정보탐색
소구치 충티,"[{""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""충티"", ""label"": ""증상:충치""}]",2단계:정보탐색
이가 썩은거,"[{""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""썩은"", ""label"": ""진료:충치""}]",2단계:정보탐색
소구치 인접면 충치 레진,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
소구치 인접충치,"[{""matched_expression"": ""소구치"", ""label"": ""치아부위:소구치""}, {""matched_expression"": ""인접"", ""label"": ""위치:인접면""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
앞니트라이앵글 벌어짐,"[{""matched_expression"": ""벌어짐"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}]",2단계:정보탐색
아래 다이아스테마,"[{""matched_expression"": ""다이아스테마"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""아래"", ""label"": ""치아위치:아랫니""}]",2단계:정보탐색
심하게 벌어진 이 교정,"[{""matched_expression"": ""벌어진"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""심하게"", ""label"": ""증상:정도/심함""}, {""matched_expression"": ""교정"", ""label"": ""진료:교정""}]",2단계:정보탐색
아랫니 다이아스테마,"[{""matched_expression"": ""다이아스테마"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}]",2단계:정보탐색
동탄 치간이개 레진,"[{""matched_expression"": ""간이"", ""label"": ""상태:간이""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",3단계:지역탐색
앞니틈레진 동탄,"[{""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",3단계:지역탐색
동탄 다이아스테마,"[{""matched_expression"": ""다이아스테마"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}]",3단계:지역탐색
결손치 레진,"[{""matched_expression"": ""결손치"", ""label"": ""증상:탈락""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",2단계:정보탐색
동탄 참조은치과 앞니 레진,"[{""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",3단계:지역탐색
아랫니앞니 다이아스테마,"[{""matched_expression"": ""다이아스테마"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}]",2단계:정보탐색
아랫니사이 충치,"[{""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}, {""matched_expression"": ""사이"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
앞이빨 사이가 벌어진 레진 동탄 치과,"[{""matched_expression"": ""벌어진"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""이가"", ""label"": ""구강:치아""}, {""matched_expression"": ""이빨"", ""label"": ""구강:치아""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",3단계:지역탐색
아랫니 치간이개,"[{""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}, {""matched_expression"": ""간이"", ""label"": ""상태:간이""}]",2단계:정보탐색
동탄 벌어진이 레진,"[{""matched_expression"": ""벌어진"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",3단계:지역탐색
벌어진앞니 메꿔주기,"[{""matched_expression"": ""벌어진"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}]",2단계:정보탐색
동탄앞니벌어진치아레진,"[{""matched_expression"": ""벌어진"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",3단계:지역탐색
벌어진치아 레진,"[{""matched_expression"": ""벌어진"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",2단계:정보탐색
다이아스테마 전악,"[{""matched_expression"": ""다이아스테마"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""전악"", ""label"": ""분류:전체""}]",2단계:정보탐색
아랫니 틈새 레진,"[{""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}, {""matched_expression"": ""틈새"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",2단계:정보탐색
